split,record,ground_png,sensor_png,mask_png,target_png
train,UnscaledAccRecord893554_1501_1607_RSN1585,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1585.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1585.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1585.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1585.png
train,UnscaledAccRecord893554_1501_1607_RSN1586,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1586.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1586.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1586.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1586.png
train,UnscaledAccRecord893554_1501_1607_RSN1587,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1587.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1587.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1587.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1587.png
train,UnscaledAccRecord893554_1501_1607_RSN1589,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1589.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1589.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1589.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1589.png
train,UnscaledAccRecord893554_1501_1607_RSN1590,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1590.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1590.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1590.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1590.png
train,UnscaledAccRecord893554_1501_1607_RSN1592,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1592.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1592.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1592.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1592.png
train,UnscaledAccRecord893554_1501_1607_RSN1593,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1593.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1593.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1593.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1593.png
train,UnscaledAccRecord893554_1501_1607_RSN1598,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1598.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1598.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1598.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1598.png
train,UnscaledAccRecord893554_1501_1607_RSN1600,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1600.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1600.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1600.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1600.png
train,UnscaledAccRecord893554_1501_1607_RSN1601,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1601.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1601.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1601.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1601.png
train,UnscaledAccRecord893554_1501_1607_RSN1602,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1602.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1602.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1602.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1602.png
train,UnscaledAccRecord893554_1501_1607_RSN1604,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1604.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1604.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1604.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1604.png
train,UnscaledAccRecord893554_1501_1607_RSN1605,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1605.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1605.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1605.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1605.png
train,UnscaledAccRecord893554_1501_1607_RSN1606,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1606.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1606.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1606.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1606.png
train,UnscaledAccRecord893554_1501_1607_RSN1607,dataset_rgb\train\ground\UnscaledAccRecord893554_1501_1607_RSN1607.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1501_1607_RSN1607.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1501_1607_RSN1607.png,dataset_rgb\train\target\UnscaledAccRecord893554_1501_1607_RSN1607.png
train,UnscaledAccRecord893554_1901_2007_RSN1905,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1905.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1905.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1905.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1905.png
train,UnscaledAccRecord893554_1901_2007_RSN1906,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1906.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1906.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1906.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1906.png
train,UnscaledAccRecord893554_1901_2007_RSN1907,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1907.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1907.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1907.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1907.png
train,UnscaledAccRecord893554_1901_2007_RSN1909,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1909.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1909.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1909.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1909.png
train,UnscaledAccRecord893554_1901_2007_RSN1910,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1910.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1910.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1910.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1910.png
train,UnscaledAccRecord893554_1901_2007_RSN1911,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1911.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1911.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1911.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1911.png
train,UnscaledAccRecord893554_1901_2007_RSN1912,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1912.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1912.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1912.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1912.png
train,UnscaledAccRecord893554_1901_2007_RSN1913,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1913.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1913.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1913.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1913.png
train,UnscaledAccRecord893554_1901_2007_RSN1914,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1914.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1914.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1914.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1914.png
train,UnscaledAccRecord893554_1901_2007_RSN1915,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1915.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1915.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1915.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1915.png
train,UnscaledAccRecord893554_1901_2007_RSN1916,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1916.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1916.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1916.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1916.png
train,UnscaledAccRecord893554_1901_2007_RSN1917,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1917.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1917.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1917.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1917.png
train,UnscaledAccRecord893554_1901_2007_RSN1919,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1919.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1919.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1919.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1919.png
train,UnscaledAccRecord893554_1901_2007_RSN1921,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1921.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1921.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1921.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1921.png
train,UnscaledAccRecord893554_1901_2007_RSN1923,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1923.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1923.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1923.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1923.png
train,UnscaledAccRecord893554_1901_2007_RSN1924,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1924.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1924.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1924.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1924.png
train,UnscaledAccRecord893554_1901_2007_RSN1925,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1925.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1925.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1925.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1925.png
train,UnscaledAccRecord893554_1901_2007_RSN1926,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1926.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1926.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1926.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1926.png
train,UnscaledAccRecord893554_1901_2007_RSN1927,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1927.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1927.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1927.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1927.png
train,UnscaledAccRecord893554_1901_2007_RSN1929,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1929.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1929.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1929.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1929.png
train,UnscaledAccRecord893554_1901_2007_RSN1930,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1930.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1930.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1930.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1930.png
train,UnscaledAccRecord893554_1901_2007_RSN1931,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1931.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1931.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1931.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1931.png
train,UnscaledAccRecord893554_1901_2007_RSN1932,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1932.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1932.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1932.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1932.png
train,UnscaledAccRecord893554_1901_2007_RSN1933,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1933.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1933.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1933.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1933.png
train,UnscaledAccRecord893554_1901_2007_RSN1934,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1934.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1934.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1934.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1934.png
train,UnscaledAccRecord893554_1901_2007_RSN1935,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1935.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1935.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1935.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1935.png
train,UnscaledAccRecord893554_1901_2007_RSN1936,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1936.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1936.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1936.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1936.png
train,UnscaledAccRecord893554_1901_2007_RSN1937,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1937.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1937.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1937.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1937.png
train,UnscaledAccRecord893554_1901_2007_RSN1938,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1938.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1938.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1938.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1938.png
train,UnscaledAccRecord893554_1901_2007_RSN1939,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1939.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1939.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1939.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1939.png
train,UnscaledAccRecord893554_1901_2007_RSN1940,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1940.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1940.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1940.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1940.png
train,UnscaledAccRecord893554_1901_2007_RSN1941,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1941.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1941.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1941.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1941.png
train,UnscaledAccRecord893554_1901_2007_RSN1945,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1945.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1945.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1945.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1945.png
train,UnscaledAccRecord893554_1901_2007_RSN1946,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1946.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1946.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1946.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1946.png
train,UnscaledAccRecord893554_1901_2007_RSN1947,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1947.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1947.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1947.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1947.png
train,UnscaledAccRecord893554_1901_2007_RSN1948,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1948.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1948.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1948.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1948.png
train,UnscaledAccRecord893554_1901_2007_RSN1950,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1950.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1950.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1950.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1950.png
train,UnscaledAccRecord893554_1901_2007_RSN1951,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1951.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1951.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1951.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1951.png
train,UnscaledAccRecord893554_1901_2007_RSN1952,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1952.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1952.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1952.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1952.png
train,UnscaledAccRecord893554_1901_2007_RSN1953,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1953.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1953.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1953.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1953.png
train,UnscaledAccRecord893554_1901_2007_RSN1955,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1955.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1955.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1955.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1955.png
train,UnscaledAccRecord893554_1901_2007_RSN1957,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1957.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1957.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1957.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1957.png
train,UnscaledAccRecord893554_1901_2007_RSN1958,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1958.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1958.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1958.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1958.png
train,UnscaledAccRecord893554_1901_2007_RSN1960,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1960.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1960.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1960.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1960.png
train,UnscaledAccRecord893554_1901_2007_RSN1961,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1961.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1961.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1961.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1961.png
train,UnscaledAccRecord893554_1901_2007_RSN1962,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1962.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1962.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1962.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1962.png
train,UnscaledAccRecord893554_1901_2007_RSN1963,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1963.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1963.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1963.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1963.png
train,UnscaledAccRecord893554_1901_2007_RSN1964,dataset_rgb\train\ground\UnscaledAccRecord893554_1901_2007_RSN1964.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1901_2007_RSN1964.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1901_2007_RSN1964.png,dataset_rgb\train\target\UnscaledAccRecord893554_1901_2007_RSN1964.png
